urls
https://www.amazon.com/s?k=bag&ref=nb_sb_noss
https://www.amazon.com/s?k=shoes&crid=MWWYOMACYKEI&sprefix=shoe%2Caps%2C1094&ref=nb_sb_noss_2
https://www.amazon.com/s?k=tshirt&crid=3EAD3SWNCNY0F&sprefix=tshirt%2Caps%2C571&ref=nb_sb_noss_2
https://www.amazon.com/s?k=pant&crid=2JGG70F8MFY3C&sprefix=pant%2Caps%2C477&ref=nb_sb_noss_1
